sample	repo	issue	code	verdict	reason
final-unseen	apache/pulsar	20771	QUIET	false	not-a-claim
final-unseen	element-hq/element-web	5024	QUIET	real	real
final-unseen	qutebrowser/qutebrowser	6384	QUIET	false	followed-through
final-unseen	thanos-io/thanos	4351	QUIET	real	real
final-unseen	element-hq/element-web	21656	QUIET	false	withdrawn
final-unseen	wxt-dev/wxt	1734	QUIET	false	other
final-unseen	SFTtech/openage	1369	QUIET	false	handed-to-someone-else
final-unseen	unit8co/darts	631	QUIET	false	declined-or-moot
final-unseen	thanos-io/thanos	5509	QUIET	false	followed-through
final-unseen	numba/numba	3804	QUIET	real	real
final-unseen	whatwg/html	4395	QUIET	false	declined-or-moot
final-unseen	numba/numba	10549	QUIET	false	declined-or-moot
final-unseen	zaproxy/zaproxy	3023	QUIET	false	declined-or-moot
final-unseen	amplication/amplication	4069	QUIET	false	withdrawn
final-unseen	pyro-ppl/pyro	1482	QUIET	real	real
final-unseen	kedacore/keda	2668	QUIET	false	other
final-unseen	SFTtech/openage	1540	QUIET	real	real
final-unseen	brndnmtthws/conky	2381	QUIET	false	declined-or-moot
final-unseen	qutebrowser/qutebrowser	5754	QUIET	false	not-a-claim
final-unseen	quarkusio/quarkus	54940	QUIET	false	followed-through
final-unseen	thu-ml/tianshou	937	QUIET	real	real
final-unseen	whatwg/html	8364	QUIET	false	followed-through
final-unseen	mumble-voip/mumble	5929	QUIET	false	followed-through
final-unseen	react-toolbox/react-toolbox	626	QUIET	real	real
final-unseen	qutebrowser/qutebrowser	2644	QUIET	false	not-a-claim
final-unseen	kedacore/keda	1479	QUIET	real	real
final-unseen	thanos-io/thanos	4683	QUIET	real	real
final-unseen	MudBlazor/MudBlazor	9776	QUIET	real	real
final-unseen	zitadel/zitadel	7937	QUIET	real	real
final-unseen	numba/numba	9469	QUIET	false	declined-or-moot
final-unseen	quarkusio/quarkus	10705	UNANSWERED	real	real
final-unseen	TrinityCore/TrinityCore	18118	UNANSWERED	false	other
final-unseen	automl/auto-sklearn	1603	UNANSWERED	false	not-a-claim
final-unseen	whatwg/html	9743	UNANSWERED	real	real
final-unseen	mozilla-mobile/firefox-ios	32794	UNANSWERED	false	handed-to-someone-else
final-unseen	idurar/idurar-erp-crm	885	UNANSWERED	real	real
final-unseen	mozilla-mobile/firefox-ios	27734	UNANSWERED	real	real
final-unseen	whatwg/html	11507	UNANSWERED	false	declined-or-moot
final-unseen	aden-hive/hive	4137	UNANSWERED	real	real
final-unseen	idurar/idurar-erp-crm	1278	UNANSWERED	real	real
final-unseen	idurar/idurar-erp-crm	1078	UNANSWERED	real	real
final-unseen	amplication/amplication	2552	UNANSWERED	real	real
final-unseen	aden-hive/hive	4924	UNANSWERED	false	declined-or-moot
final-unseen	prefix-dev/pixi	5444	UNANSWERED	real	real
final-unseen	xenia-project/xenia	2352	UNANSWERED	false	not-a-claim
final-unseen	apache/pulsar	20890	UNANSWERED	real	real
final-unseen	idurar/idurar-erp-crm	1100	UNANSWERED	real	real
final-unseen	apache/pulsar	24294	UNANSWERED	real	real
final-unseen	xenia-project/xenia	1154	UNANSWERED	real	real
final-unseen	whatwg/html	1249	UNANSWERED	real	real
final-unseen	quarkusio/quarkus	28841	UNANSWERED	real	real
final-unseen	facebook/stylex	889	UNANSWERED	real	real
final-unseen	thanos-io/thanos	6124	UNANSWERED	false	declined-or-moot
final-unseen	thanos-io/thanos	5340	UNANSWERED	false	declined-or-moot
final-unseen	aden-hive/hive	5035	UNANSWERED	real	real
final-unseen	mapbox/mapbox-gl-js	6295	UNANSWERED	false	not-a-claim
final-unseen	PipedreamHQ/pipedream	18821	UNANSWERED	real	real
final-unseen	idurar/idurar-erp-crm	1111	UNANSWERED	false	declined-or-moot
final-unseen	cupy/cupy	8228	UNANSWERED	real	real
final-unseen	reacherhq/check-if-email-exists	1588	UNANSWERED	real	real
final-unseen	element-hq/element-web	5469	UNANSWERED	false	handed-to-someone-else
final-unseen	voxel51/fiftyone	7570	UNANSWERED	real	real
final-unseen	amplication/amplication	3534	UNANSWERED	real	real
final-unseen	automl/auto-sklearn	1350	UNANSWERED	real	real
final-unseen	apache/pulsar	14755	UNANSWERED	real	real
final-unseen	aden-hive/hive	2636	UNANSWERED	real	real
final-unseen	idurar/idurar-erp-crm	1397	UNANSWERED	real	real
final-unseen	whatwg/html	3935	UNANSWERED	false	followed-through
final-unseen	aden-hive/hive	3215	UNANSWERED	real	real
final-unseen	amplication/amplication	8067	UNANSWERED	real	real
final-unseen	beetbox/beets	5491	UNANSWERED	real	real
final-unseen	hashicorp/nomad	6925	UNANSWERED	real	real
final-unseen	thanos-io/thanos	2727	UNANSWERED	real	real
final-unseen	idurar/idurar-erp-crm	1147	UNANSWERED	real	real
final-unseen	hashicorp/terraform-provider-aws	46202	UNANSWERED	real	real
final-unseen	aden-hive/hive	3109	UNANSWERED	real	real
final-unseen	thanos-io/thanos	6762	UNANSWERED	real	real
final-unseen	SFTtech/openage	375	UNANSWERED	false	declined-or-moot
final-unseen	CleverRaven/Cataclysm-DDA	70344	UNANSWERED	false	not-a-claim
final-unseen	automl/auto-sklearn	932	UNANSWERED	real	real
final-unseen	automl/auto-sklearn	1482	UNANSWERED	real	real
final-unseen	thanos-io/thanos	8835	UNANSWERED	real	real
final-unseen	PixarAnimationStudios/OpenUSD	3079	UNANSWERED	real	real
final-unseen	thunderbird/thunderbird-android	1600	UNANSWERED	false	followed-through
final-unseen	musescore/MuseScore	27497	UNANSWERED	false	handed-to-someone-else
final-unseen	PipedreamHQ/pipedream	7493	UNANSWERED	real	real
final-unseen	prefix-dev/pixi	5657	UNANSWERED	false	other
final-unseen	apache/pulsar	14495	UNANSWERED	real	real
final-unseen	stride3d/stride	1885	UNANSWERED	real	real
final-unseen	aden-hive/hive	4932	UNANSWERED	real	real
published-unseen-moved-to-GONE	amplication/amplication	7324	GONE	real	real
published-unseen-moved-to-GONE	dicedb/dicedb	1343	GONE	real	real
published-unseen-moved-to-GONE	beetbox/beets	2627	GONE	real	real
published-unseen-moved-to-GONE	mozilla-mobile/firefox-ios	29067	GONE	real	real
published-unseen-moved-to-GONE	amplication/amplication	7104	GONE	real	real
published-unseen-moved-to-GONE	AlaSQL/alasql	863	GONE	false	waiting-on-project
published-unseen-moved-to-GONE	mumble-voip/mumble	2705	GONE	real	real
published-unseen-moved-to-GONE	OutlineFoundation/outline-apps	2395	GONE	real	real
published-unseen-moved-to-GONE	stride3d/stride	1876	GONE	real	real
published-unseen-moved-to-GONE	apache/seatunnel	9827	GONE	real	real
published-unseen-moved-to-GONE	quarkusio/quarkus	13459	GONE	real	real
published-unseen-moved-to-GONE	quarkusio/quarkus	48273	GONE	real	real
published-unseen-moved-to-GONE	feast-dev/feast	6638	GONE	real	real
published-unseen-moved-to-GONE	woocommerce/woocommerce	64843	GONE	real	real
published-unseen-moved-to-GONE	element-hq/element-web	21504	GONE	real	real
published-unseen-moved-to-GONE	amplication/amplication	5333	GONE	real	real
published-unseen-moved-to-GONE	bpftrace/bpftrace	1986	GONE	real	real
published-unseen-moved-to-GONE	risingwavelabs/risingwave	15726	GONE	false	followed-through
published-unseen-moved-to-GONE	thu-ml/tianshou	1114	GONE	real	real
published-unseen-moved-to-GONE	zitadel/zitadel	10239	GONE	real	real
published-unseen-moved-to-GONE	PipedreamHQ/pipedream	20233	GONE	real	real
published-unseen-moved-to-GONE	musescore/MuseScore	18809	GONE	false	waiting-on-project
published-unseen-moved-to-GONE	LMMS/lmms	193	GONE	false	waiting-on-project
published-unseen-moved-to-GONE	whatwg/html	1249	GONE	real	real
published-unseen-moved-to-GONE	mozilla-mobile/firefox-ios	31713	GONE	real	real
